observation,id,year,risk_ordered,risk_binary,stock_holding,risk_ratio,age,income,retired,education_uni,education_year12,education_year11,education_year10,married,gender,children
10613,100852,2014,2,1,1,0,66,41100,0,1,0,0,0,1,1,0
10614,100861,2014,1,0,0,0,63,24450,0,0,0,0,1,1,1,0
10615,100866,2014,1,0,0,0,33,27745,0,1,0,0,0,0,0,0
10616,100867,2014,2,1,1,0,32,181080,0,1,0,0,0,1,1,0
10617,100870,2014,2,1,1,0,53,52500,0,0,0,0,0,0,1,0
10618,100875,2014,2,1,1,1,48,149250,0,0,1,0,0,1,1,2
10619,100880,2014,1,0,0,0,63,123034,0,0,0,0,1,1,1,0
10620,100893,2014,2,1,1,0,62,99687,0,0,0,0,0,1,1,0
10621,100895,2014,2,1,1,0,48,210665,0,0,0,0,1,1,1,2
10622,100904,2014,2,1,1,0,37,157047,0,0,1,0,0,1,1,0
10623,100906,2014,1,0,0,0,67,12000,1,0,0,0,0,0,0,0
10624,100911,2014,1,0,0,0,50,208900,0,0,0,1,0,1,1,1
10625,100915,2014,3,1,1,0,39,28418,0,0,1,0,0,0,1,0
10626,100917,2014,2,1,1,0,50,75460,0,0,1,0,0,0,0,1
10627,100934,2014,2,1,1,0,39,40000,0,0,0,0,1,1,1,0
10628,100944,2014,1,0,0,1,61,62000,0,0,0,0,1,1,1,0
10629,100948,2014,2,1,1,0,51,118707,0,1,0,0,0,1,1,2
10630,100952,2014,1,0,0,1,54,89250,0,0,0,0,1,0,0,0
10631,100957,2014,2,1,1,0,28,113400,0,1,0,0,0,0,1,0
10632,100958,2014,2,1,1,0,25,310000,0,0,1,0,0,1,1,0
10633,100966,2014,1,0,0,0,56,52700,0,0,1,0,0,0,0,0
10634,100970,2014,4,1,1,0,40,77650,0,1,0,0,0,0,0,0
10635,100975,2014,2,1,1,1,45,355830,0,1,0,0,0,1,1,1
10636,100982,2014,3,1,1,0,25,148900,0,0,1,0,0,1,1,0
10637,100985,2014,2,1,1,0,73,39900,1,1,0,0,0,0,1,0
10638,100986,2014,2,1,1,0,54,109511,0,1,0,0,0,1,1,1
10639,100987,2014,3,1,1,0,52,231600,0,1,0,0,0,0,0,1
10640,101000,2014,1,0,0,0,65,124050,0,0,0,0,0,1,1,0
10641,101004,2014,2,1,1,0,53,102010,0,0,0,1,0,0,1,0
10642,101007,2014,1,0,0,0,42,203202,0,0,1,0,0,1,1,1
10643,101011,2014,2,1,1,0,73,58110,1,0,0,0,1,1,1,0
10644,101025,2014,2,1,1,0,54,42346,0,0,0,0,1,0,1,0
10645,101035,2014,2,1,1,0,53,126993,0,1,0,0,0,0,0,0
10646,101060,2014,2,1,1,0,39,157000,0,1,0,0,0,1,1,0
10647,101072,2014,2,1,1,0,58,172200,0,0,1,0,0,1,1,1
10648,101076,2014,1,0,0,0,68,20020,1,0,0,0,0,0,1,0
10649,101104,2014,1,0,0,0,68,57200,1,0,0,0,0,0,1,0
10650,101127,2014,2,1,1,1,52,245300,0,1,0,0,0,1,1,1
10651,101142,2014,2,1,1,0,63,87970,0,0,1,0,0,1,1,0
10652,101148,2014,4,1,1,1,43,140200,0,1,0,0,0,1,1,0
10653,101151,2014,3,1,1,1,40,360000,0,1,0,0,0,1,1,0
10654,101164,2014,2,1,1,0,63,72000,0,1,0,0,0,1,1,0
10655,101176,2014,2,1,1,1,52,220000,0,0,0,1,0,1,1,0
10656,101177,2014,1,0,0,0,43,96816,0,0,0,0,1,1,1,1
10657,101178,2014,2,1,1,0,34,65000,0,1,0,0,0,0,1,0
10658,101191,2014,1,0,0,0,45,28169,0,0,1,0,0,0,1,0
10659,101192,2014,1,0,0,0,51,152500,0,0,0,0,1,1,1,0
10660,101196,2014,1,0,0,0,39,141500,0,0,1,0,0,1,1,0
10661,101204,2014,1,0,0,0,65,88112,0,1,0,0,0,1,1,0
10662,101207,2014,1,0,0,0,54,62022,0,0,0,0,1,1,1,0
10663,101215,2014,3,1,1,0,48,282510,0,1,0,0,0,0,1,0
10664,101216,2014,2,1,1,0,44,109791,0,1,0,0,0,0,0,0
10665,101231,2014,2,1,1,1,69,65091,1,0,1,0,0,1,1,0
10666,101241,2014,2,1,1,0,63,121404,0,0,0,0,1,1,1,0
10667,101246,2014,2,1,1,0,69,94400,1,1,0,0,0,1,1,0
10668,101252,2014,2,1,1,0,55,128150,0,0,0,0,1,1,1,0
10669,101266,2014,2,1,1,0,35,15768,0,0,0,0,0,1,1,0
10670,101277,2014,1,0,0,0,30,13318,0,0,0,0,0,0,1,0
10671,101280,2014,2,1,1,1,61,58500,0,1,0,0,0,1,1,0
10672,101286,2014,1,0,0,0,41,95426,0,0,1,0,0,0,0,1
10673,101293,2014,2,1,1,1,62,130000,1,1,0,0,0,1,1,0
10674,101296,2014,2,1,1,0,28,119165,0,1,0,0,0,1,1,0
10675,101300,2014,2,1,1,0,68,94550,1,0,0,0,1,1,1,0
10676,101306,2014,2,1,1,0,41,140930,0,1,0,0,0,1,1,0
10677,101307,2014,2,1,1,0,71,30000,1,0,0,1,0,0,1,0
10678,101308,2014,3,1,1,0,64,149050,0,0,0,0,0,1,1,0
10679,101313,2014,2,1,1,0,65,60200,1,0,0,1,0,0,1,0
10680,101318,2014,2,1,1,1,56,226500,0,1,0,0,0,1,1,2
10681,101338,2014,2,1,1,1,70,49917,1,0,0,0,1,1,1,0
10682,101341,2014,4,1,1,1,50,201200,0,1,0,0,0,1,1,1
10683,101344,2014,2,1,1,0,67,241101,0,1,0,0,0,1,1,0
10684,101348,2014,2,1,1,0,46,187800,0,0,0,1,0,1,1,1
10685,101350,2014,2,1,1,0,63,236400,0,1,0,0,0,1,1,0
10686,101359,2014,2,1,1,0,53,346844,0,0,0,0,1,1,1,1
10687,101378,2014,1,0,0,0,52,20280,0,0,0,0,1,0,1,0
10688,101390,2014,1,0,0,0,29,30791,0,0,0,0,1,0,0,0
10689,101393,2014,2,1,1,1,50,58100,0,0,1,0,0,1,0,0
10690,101403,2014,1,0,0,0,57,44270,0,1,0,0,0,0,0,1
10691,101404,2014,2,1,1,0,27,149400,0,1,0,0,0,1,1,0
10692,101407,2014,2,1,1,0,52,65790,0,0,0,0,1,1,1,0
10693,101412,2014,1,0,0,0,55,245000,0,1,0,0,0,1,1,0
10694,101415,2014,2,1,1,0,63,91520,1,0,0,0,0,0,0,0
10695,101417,2014,1,0,0,0,32,35026,0,0,0,0,1,0,0,0
10696,101424,2014,2,1,1,0,57,11200,0,0,1,0,0,1,1,0
10697,101428,2014,1,0,0,0,49,2500,0,0,0,0,0,0,0,0
10698,101433,2014,2,1,1,1,54,129119,0,0,0,1,0,1,1,0
10699,101438,2014,2,1,1,0,69,5900,1,1,0,0,0,0,1,0
10700,101445,2014,2,1,1,0,63,45900,0,0,1,0,0,1,1,0
10701,101446,2014,2,1,1,1,35,166170,0,1,0,0,0,1,1,0
10702,101456,2014,2,1,1,0,51,123899,0,1,0,0,0,1,1,0
10703,101458,2014,1,0,0,0,73,69500,1,0,0,0,1,1,1,0
10704,101469,2014,1,0,0,0,31,91076,0,0,1,0,0,0,0,0
10705,101478,2014,1,0,0,0,57,29120,1,0,0,0,1,0,1,0
10706,101481,2014,2,1,1,0,59,127549,1,1,0,0,0,1,1,0
10707,101486,2014,2,1,1,0,67,379700,1,0,0,0,1,1,1,0
10708,101497,2014,1,0,0,0,56,26235,0,0,0,0,1,1,1,0
10709,101499,2014,1,0,0,0,29,70150,0,0,1,0,0,0,0,0
10710,101505,2014,3,1,1,0,39,25512,0,0,1,0,0,1,1,0
10711,101508,2014,3,1,1,0,46,187892,0,0,0,1,0,1,1,1
10712,101512,2014,2,1,1,0,41,26777,0,0,0,1,0,0,0,1
10713,101522,2014,1,0,0,0,52,48240,0,0,1,0,0,1,1,0
10714,101526,2014,3,1,1,0,56,245254,0,0,1,0,0,1,1,0
10715,101536,2014,2,1,1,0,38,97804,0,0,1,0,0,0,0,1
10716,101537,2014,3,1,1,0,43,84000,0,0,1,0,0,1,1,0
10717,101541,2014,2,1,1,1,61,129452,0,0,0,0,1,1,1,3
10718,101553,2014,3,1,1,0,59,40460,0,0,1,0,0,0,1,0
10719,101557,2014,1,0,0,0,72,46740,1,0,0,0,0,1,1,0
10720,101559,2014,3,1,1,0,42,270500,0,1,0,0,0,1,1,0
10721,101561,2014,2,1,1,0,61,83120,0,0,0,0,0,0,1,0
10722,101562,2014,2,1,1,1,55,214998,0,0,0,0,1,1,1,1
10723,101572,2014,2,1,1,1,63,52350,1,0,0,1,0,1,1,0
10724,101606,2014,1,0,0,0,38,55668,0,0,0,1,0,1,1,0
10725,101610,2014,2,1,1,0,74,28854,1,0,0,1,0,0,1,0
10726,101611,2014,2,1,1,1,47,136150,0,1,0,0,0,1,1,0
10727,101613,2014,3,1,1,0,57,137000,0,0,1,0,0,1,1,0
10728,101618,2014,1,0,0,0,43,199749,0,0,0,1,0,1,1,1
10729,101625,2014,2,1,1,0,57,174750,0,0,0,1,0,1,1,3
10730,101630,2014,1,0,0,0,47,42000,0,0,0,1,0,1,1,0
10731,101638,2014,2,1,1,0,50,196000,0,1,0,0,0,1,1,0
10732,101641,2014,2,1,1,0,71,107330,1,1,0,0,0,1,1,0
10733,101643,2014,1,0,0,0,33,87022,0,1,0,0,0,1,1,0
10734,101644,2014,2,1,1,0,32,57812,0,0,1,0,0,0,1,0
10735,101645,2014,2,1,1,0,43,47797,0,0,1,0,0,0,0,1
10736,101653,2014,2,1,1,0,52,155212,0,1,0,0,0,1,1,1
10737,101656,2014,1,0,0,0,58,156600,0,0,0,1,0,1,1,0
10738,101670,2014,1,0,0,0,55,55000,0,0,0,0,0,0,0,0
10739,101688,2014,1,0,0,0,53,36000,0,0,0,0,1,0,0,0
10740,101691,2014,2,1,1,0,46,67200,0,0,1,0,0,0,1,0
10741,101703,2014,2,1,1,0,39,188705,0,1,0,0,0,1,1,0
10742,101714,2014,1,0,0,0,58,52440,1,0,0,0,1,0,1,0
10743,101735,2014,2,1,1,1,52,121381,0,0,0,1,0,1,1,1
10744,101743,2014,2,1,1,0,69,29800,1,0,0,0,1,1,1,0
10745,101754,2014,4,1,1,0,42,100000,0,1,0,0,0,0,1,0
10746,101757,2014,2,1,1,0,42,133939,0,1,0,0,0,1,1,0
10747,101758,2014,1,0,0,0,59,47092,0,0,0,1,0,0,0,0
10748,101760,2014,2,1,1,0,42,73590,0,0,1,0,0,0,0,0
10749,101763,2014,2,1,1,0,34,219500,0,0,0,1,0,1,1,0
10750,101765,2014,1,0,0,0,48,91501,0,0,1,0,0,0,1,0
10751,101767,2014,1,0,0,0,45,123908,0,0,1,0,0,0,0,0
10752,101782,2014,1,0,0,0,70,42638,1,0,0,0,1,1,1,0
10753,101794,2014,2,1,1,0,71,34497,1,1,0,0,0,0,0,0
10754,101809,2014,1,0,0,0,41,109737,0,0,1,0,0,1,1,0
10755,101818,2014,2,1,1,0,68,22750,1,0,0,0,0,1,1,0
10756,101824,2014,1,0,0,0,49,76344,0,0,0,0,1,1,1,0
10757,101825,2014,2,1,1,0,44,67843,0,0,0,0,1,0,0,1
10758,101831,2014,3,1,1,0,43,175400,0,0,1,0,0,1,1,1
10759,101838,2014,3,1,1,0,44,153000,0,0,1,0,0,1,1,2
10760,101845,2014,1,0,0,0,73,24360,1,0,0,1,0,0,0,0
10761,101847,2014,2,1,1,1,64,158629,0,0,1,0,0,1,1,0
10762,101848,2014,3,1,1,1,37,170000,0,0,1,0,0,1,1,0
10763,101858,2014,1,0,0,0,51,103005,0,1,0,0,0,1,1,0
10764,101859,2014,2,1,1,0,28,108000,0,1,0,0,0,1,1,0
10765,101864,2014,3,1,1,0,57,65000,0,0,0,1,0,0,0,0
10766,101875,2014,2,1,1,1,61,28800,0,1,0,0,0,1,1,0
10767,101880,2014,1,0,0,0,43,134850,0,0,0,0,1,1,1,1
10768,101899,2014,1,0,0,0,66,17101,1,0,0,0,0,1,0,0
10769,101905,2014,2,1,1,0,54,211150,0,1,0,0,0,1,1,0
10770,101913,2014,2,1,1,0,31,45000,0,0,1,0,0,1,0,0
10771,101919,2014,1,0,0,0,61,91735,0,0,0,0,0,1,1,0
10772,101920,2014,1,0,0,0,32,95000,0,0,1,0,0,1,1,0
10773,101928,2014,2,1,1,0,49,132000,0,0,0,1,0,1,1,1
10774,101943,2014,3,1,1,0,33,69000,0,0,0,0,1,0,1,0
10775,101946,2014,2,1,1,0,47,127414,0,1,0,0,0,1,1,0
10776,101950,2014,1,0,0,0,70,19000,1,0,0,0,1,0,1,0
10777,101951,2014,2,1,1,1,62,20500,1,0,0,1,0,0,0,0
10778,101954,2014,2,1,1,0,57,115953,0,0,1,0,0,1,1,2
10779,101960,2014,2,1,1,1,71,80821,1,1,0,0,0,1,1,0
10780,101964,2014,2,1,1,0,54,49587,0,0,0,0,1,1,1,0
10781,101965,2014,2,1,1,0,54,52000,0,0,0,0,1,0,0,0
10782,101966,2014,3,1,1,0,55,110432,0,0,0,1,0,1,1,0
10783,101969,2014,2,1,1,0,62,80395,0,0,0,1,0,1,1,0
10784,101973,2014,1,0,0,0,28,60000,0,0,1,0,0,0,1,0
10785,101978,2014,2,1,1,0,57,300150,0,1,0,0,0,1,1,0
10786,101987,2014,1,0,0,0,43,126616,0,0,1,0,0,1,1,1
10787,102008,2014,2,1,1,1,65,67200,0,1,0,0,0,1,1,0
10788,102012,2014,2,1,1,0,29,149600,0,1,0,0,0,1,1,0
10789,102014,2014,2,1,1,0,29,134200,0,0,1,0,0,1,1,0
10790,102015,2014,1,0,0,0,53,116500,0,0,0,1,0,1,1,0
10791,102025,2014,1,0,0,0,42,97856,0,0,0,0,1,1,1,0
10792,102030,2014,3,1,1,0,31,79030,0,0,1,0,0,1,1,0
10793,102033,2014,1,0,0,0,68,210268,1,1,0,0,0,0,1,0
10794,102053,2014,1,0,0,0,56,33972,0,0,0,0,0,0,1,0
10795,102075,2014,1,0,0,0,47,25990,0,0,0,0,1,0,0,0
10796,102076,2014,1,0,0,0,56,10400,0,0,0,0,0,0,1,0
10797,102088,2014,1,0,0,0,46,118522,0,0,0,1,0,1,1,1
10798,102094,2014,2,1,1,1,62,99000,1,1,0,0,0,0,1,0
10799,102097,2014,3,1,1,0,73,43940,1,0,0,0,1,0,1,0
10800,102104,2014,2,1,1,0,66,48284,1,0,0,1,0,1,1,0
10801,102112,2014,1,0,0,0,66,34858,1,0,0,0,1,1,1,0
10802,102142,2014,1,0,0,0,33,22559,0,0,1,0,0,0,0,0
10803,102143,2014,3,1,1,0,37,43000,0,0,0,0,1,0,1,0
10804,102145,2014,2,1,1,1,55,38000,0,0,1,0,0,1,1,0
10805,102165,2014,2,1,1,1,57,196300,0,0,1,0,0,1,1,1
10806,102174,2014,2,1,1,1,51,125000,0,1,0,0,0,0,1,0
10807,102196,2014,2,1,1,0,64,56342,0,0,0,0,1,1,1,0
10808,102198,2014,1,0,0,0,44,129753,0,1,0,0,0,1,1,0
10809,102202,2014,2,1,1,0,71,72864,1,0,0,0,0,1,1,0
10810,102210,2014,1,0,0,1,72,25192,1,0,1,0,0,0,1,0
10811,102213,2014,1,0,0,0,42,132830,0,0,1,0,0,1,1,0
10812,102220,2014,2,1,1,0,40,109071,0,0,1,0,0,0,1,0
10813,102221,2014,1,0,0,0,38,66200,0,0,0,1,0,0,1,0
10814,102222,2014,2,1,1,0,31,146000,0,0,1,0,0,1,1,0
10815,102226,2014,2,1,1,0,60,116000,1,1,0,0,0,1,1,0
10816,102228,2014,2,1,1,1,30,94200,0,1,0,0,0,1,1,0
10817,102236,2014,2,1,1,1,51,58021,0,0,0,1,0,0,0,2
10818,102239,2014,1,0,0,0,68,32298,0,0,0,0,1,1,1,0
10819,102243,2014,2,1,1,1,65,83560,1,0,0,0,0,1,1,0
10820,102254,2014,1,0,0,0,53,49000,0,0,0,0,1,0,0,0
10821,102265,2014,1,0,0,0,53,40000,0,0,0,0,0,0,0,0
10822,102270,2014,1,0,0,0,55,42845,0,0,1,0,0,0,0,0
10823,102280,2014,1,0,0,1,72,31000,1,0,0,0,1,0,0,0
10824,102295,2014,2,1,1,0,53,163284,0,1,0,0,0,1,1,2
10825,102306,2014,3,1,1,1,44,180356,0,1,0,0,0,1,1,0
10826,102327,2014,2,1,1,0,74,62600,1,0,0,0,1,1,1,0
10827,102328,2014,2,1,1,0,68,55649,0,0,0,0,0,0,1,0
10828,102340,2014,2,1,1,0,60,328310,0,0,0,1,0,1,1,0
10829,102341,2014,1,0,0,1,27,43050,0,0,1,0,0,0,1,0
10830,102342,2014,1,0,0,0,25,98500,0,0,0,1,0,0,1,0
10831,102343,2014,1,0,0,0,47,126155,0,0,0,1,0,1,1,0
10832,102356,2014,1,0,0,0,70,92000,1,0,0,0,1,1,1,0
10833,102358,2014,2,1,1,0,69,1570622,1,0,0,0,0,1,1,0
10834,102363,2014,2,1,1,0,44,243980,0,1,0,0,0,1,1,2
10835,102366,2014,3,1,1,0,34,190824,0,1,0,0,0,1,1,0
10836,102368,2014,1,0,0,0,58,31041,1,0,0,0,1,1,1,0
10837,102375,2014,2,1,1,0,69,23736,1,0,0,0,1,0,1,0
10838,102379,2014,1,0,0,0,67,110630,0,0,0,0,1,1,1,0
10839,102383,2014,2,1,1,0,53,575350,0,0,0,0,1,1,1,1
10840,102390,2014,2,1,1,0,25,57900,0,1,0,0,0,0,0,0
10841,102391,2014,2,1,1,0,69,51900,1,0,1,0,0,1,1,0
10842,102395,2014,1,0,0,0,39,100684,0,0,1,0,0,0,0,0
10843,102397,2014,1,0,0,0,51,223003,0,0,1,0,0,1,1,0
10844,102399,2014,1,0,0,0,67,47868,1,0,1,0,0,0,1,0
10845,102412,2014,3,1,1,0,51,41300,0,0,1,0,0,0,0,1
10846,102419,2014,2,1,1,0,43,121335,0,1,0,0,0,0,1,0
10847,102420,2014,2,1,1,0,38,115128,0,1,0,0,0,0,0,1
10848,102437,2014,3,1,1,0,45,748699,0,1,0,0,0,1,1,0
10849,102448,2014,1,0,0,0,73,45400,1,0,0,0,1,1,1,0
10850,102459,2014,1,0,0,0,65,135991,1,0,0,0,1,1,1,0
10851,102462,2014,1,0,0,0,52,59087,0,0,0,1,0,0,0,0
10852,102464,2014,1,0,0,0,56,67000,0,0,0,0,1,0,1,0
10853,102473,2014,2,1,1,0,38,104076,0,0,1,0,0,1,1,1
10854,102476,2014,2,1,1,1,64,333201,0,0,1,0,0,1,1,0
10855,102485,2014,2,1,1,0,51,16603,0,0,0,0,1,0,0,0
10856,102487,2014,1,0,0,0,65,104200,0,0,1,0,0,1,1,0
10857,102493,2014,3,1,1,0,54,54700,0,0,1,0,0,1,1,0
10858,102518,2014,1,0,0,0,40,166000,0,0,0,0,1,1,1,0
10859,102521,2014,2,1,1,0,55,168400,0,1,0,0,0,1,1,0
10860,102531,2014,2,1,1,0,68,44000,0,0,0,0,0,0,1,0
10861,102532,2014,1,0,0,0,47,147581,0,0,0,1,0,1,1,1
10862,102536,2014,1,0,0,0,47,86290,0,0,0,0,1,1,1,0
10863,102539,2014,1,0,0,0,67,85890,1,1,0,0,0,1,1,0
10864,102544,2014,1,0,0,0,68,54000,1,0,1,0,0,1,1,0
10865,102545,2014,2,1,1,0,39,142768,0,1,0,0,0,1,1,0
10866,102554,2014,3,1,1,0,50,131641,0,0,1,0,0,1,1,2
10867,102575,2014,2,1,1,1,46,249500,0,1,0,0,0,1,1,1
10868,102583,2014,2,1,1,0,60,184070,0,0,0,1,0,1,1,0
10869,102591,2014,2,1,1,0,62,19000,0,1,0,0,0,0,0,0
10870,102593,2014,1,0,0,0,63,6750,0,0,0,0,1,0,0,0
10871,102596,2014,2,1,1,0,40,130738,0,0,1,0,0,1,1,0
10872,102607,2014,1,0,0,1,72,67059,1,0,0,0,1,1,1,0
10873,102613,2014,2,1,1,1,48,334500,0,1,0,0,0,1,1,0
10874,102621,2014,2,1,1,0,61,44926,0,1,0,0,0,1,1,0
10875,102633,2014,2,1,1,0,71,35000,1,0,1,0,0,1,1,0
10876,102652,2014,1,0,0,0,73,61066,1,1,0,0,0,1,1,0
10877,102654,2014,1,0,0,0,39,245380,0,0,1,0,0,1,0,0
10878,102661,2014,1,0,0,0,52,138000,0,0,0,0,0,1,1,2
10879,102671,2014,2,1,1,1,62,126200,0,0,0,0,1,1,1,0
10880,102683,2014,2,1,1,1,57,343992,0,1,0,0,0,1,1,0
10881,102695,2014,1,0,0,0,67,34155,1,0,0,0,0,0,0,0
10882,102696,2014,2,1,1,0,38,68076,0,0,1,0,0,1,1,0
10883,102713,2014,2,1,1,0,47,150200,0,1,0,0,0,1,1,0
10884,102720,2014,2,1,1,1,70,90800,1,1,0,0,0,1,1,0
10885,102743,2014,2,1,1,0,60,116601,0,1,0,0,0,1,0,0
10886,102746,2014,2,1,1,1,72,71668,1,0,0,0,0,1,1,0
10887,102752,2014,1,0,0,0,57,186640,0,0,1,0,0,1,1,1
10888,102769,2014,2,1,1,0,31,118000,0,0,1,0,0,1,1,0
10889,102779,2014,2,1,1,0,30,67922,0,0,1,0,0,0,1,0
10890,102784,2014,2,1,1,0,44,24750,0,0,1,0,0,1,1,0
10891,102787,2014,1,0,0,0,64,130000,0,0,1,0,0,0,1,0
10892,102809,2014,1,0,0,1,49,370000,0,0,0,0,1,1,1,0
10893,102826,2014,2,1,1,0,64,71400,0,0,1,0,0,1,1,0
10894,102827,2014,1,0,0,0,30,103000,0,0,0,1,0,1,1,0
10895,102839,2014,1,0,0,0,44,56600,0,0,0,1,0,0,1,0
10896,102848,2014,1,0,0,0,27,46700,0,0,0,1,0,1,1,0
10897,102853,2014,1,0,0,0,72,20000,1,0,0,0,1,0,0,0
10898,102854,2014,1,0,0,1,66,54838,1,0,0,0,0,1,1,0
10899,102857,2014,1,0,0,0,34,197995,0,0,0,0,1,1,1,0
10900,102858,2014,1,0,0,0,38,79000,0,0,1,0,0,0,1,0
10901,102861,2014,3,1,1,0,31,122200,0,0,1,0,0,1,1,0
10902,102863,2014,2,1,1,1,49,215450,0,1,0,0,0,1,1,1
10903,102872,2014,2,1,1,0,56,210531,0,0,0,1,0,1,1,0
10904,102876,2014,2,1,1,0,38,190100,0,1,0,0,0,1,1,0
10905,102885,2014,3,1,1,0,55,256900,0,1,0,0,0,1,1,1
10906,102897,2014,2,1,1,0,34,54884,0,1,0,0,0,0,0,0
10907,102907,2014,2,1,1,0,49,88000,0,0,0,0,1,1,1,0
10908,102912,2014,1,0,0,0,67,31148,0,0,0,0,0,0,0,0
10909,102913,2014,2,1,1,0,71,62096,1,1,0,0,0,0,0,0
10910,102919,2014,2,1,1,1,68,52826,1,0,0,0,1,1,1,0
10911,102922,2014,2,1,1,0,28,48000,0,0,1,0,0,0,1,0
10912,102936,2014,1,0,0,0,45,174000,0,0,0,1,0,1,1,0
10913,102938,2014,2,1,1,0,56,80200,0,0,1,0,0,0,1,0
10914,102939,2014,1,0,0,0,56,119140,0,1,0,0,0,0,0,0
10915,102953,2014,2,1,1,1,65,166500,0,1,0,0,0,0,1,0
10916,102956,2014,1,0,0,0,36,107575,0,0,1,0,0,1,1,0
10917,102958,2014,1,0,0,0,58,47546,0,0,0,0,1,0,1,0
10918,102966,2014,2,1,1,0,63,41000,0,1,0,0,0,1,1,0
10919,102976,2014,2,1,1,1,64,134839,0,1,0,0,0,1,1,0
10920,102978,2014,1,0,0,0,26,52100,0,0,1,0,0,0,1,0
10921,102980,2014,3,1,1,0,47,138476,0,0,0,0,1,1,1,1
10922,102984,2014,1,0,0,0,73,37514,1,0,0,0,0,1,1,0
10923,103011,2014,1,0,0,0,33,198000,0,1,0,0,0,1,1,0
10924,103019,2014,2,1,1,0,71,50000,0,0,1,0,0,1,1,0
10925,103022,2014,1,0,0,0,41,140589,0,0,0,0,0,1,1,1
10926,103026,2014,1,0,0,0,66,57201,0,0,0,0,1,1,1,0
10927,103028,2014,3,1,1,0,32,201000,0,0,1,0,0,1,1,0
10928,103036,2014,3,1,1,1,51,275000,0,1,0,0,0,1,1,1
10929,103041,2014,2,1,1,1,60,74780,0,1,0,0,0,1,1,0
10930,103043,2014,3,1,1,0,33,134000,0,1,0,0,0,1,1,0
10931,103044,2014,3,1,1,0,32,443200,0,1,0,0,0,1,1,0
10932,103048,2014,2,1,1,0,44,92000,0,1,0,0,0,0,0,0
10933,103049,2014,2,1,1,0,47,194000,0,0,1,0,0,1,1,0
10934,103054,2014,1,0,0,0,53,180700,0,1,0,0,0,1,1,0
10935,103056,2014,1,0,0,0,49,49000,0,0,1,0,0,0,0,0
10936,103057,2014,2,1,1,1,72,124432,0,0,1,0,0,1,1,0
10937,103059,2014,2,1,1,0,41,183632,0,0,1,0,0,1,1,0
10938,103066,2014,1,0,0,0,71,23660,1,0,0,0,1,0,0,0
10939,103069,2014,1,0,0,0,53,19000,0,0,1,0,0,0,1,0
10940,103080,2014,2,1,1,0,65,35732,1,0,0,1,0,1,1,0
10941,103090,2014,2,1,1,0,66,22700,1,1,0,0,0,0,1,0
10942,103103,2014,2,1,1,0,38,144100,0,0,1,0,0,1,1,0
10943,103118,2014,1,0,0,0,49,122850,0,0,0,0,1,1,1,2
10944,103122,2014,1,0,0,0,72,21840,1,0,0,0,0,0,1,0
10945,103128,2014,1,0,0,0,69,26000,1,1,0,0,0,0,0,0
10946,103134,2014,1,0,0,0,43,31580,0,0,0,1,0,1,1,0
10947,103137,2014,1,0,0,0,50,145174,0,0,1,0,0,0,0,0
10948,103141,2014,2,1,1,1,70,70350,1,0,0,0,0,1,1,0
10949,103166,2014,1,0,0,0,68,24626,1,0,0,1,0,0,0,0
10950,103167,2014,1,0,0,0,46,91440,0,0,0,1,0,0,0,0
10951,103168,2014,2,1,1,1,41,113756,0,0,0,1,0,1,1,0
10952,103169,2014,2,1,1,0,66,242241,1,1,0,0,0,1,1,0
10953,103183,2014,1,0,0,0,49,37668,0,0,0,1,0,0,0,0
10954,103185,2014,1,0,0,0,36,82760,0,0,0,0,1,1,1,0
10955,103200,2014,4,1,1,0,31,244000,0,1,0,0,0,1,1,0
10956,103205,2014,2,1,1,0,43,173674,0,0,1,0,0,1,1,0
10957,103207,2014,1,0,0,0,72,36300,1,1,0,0,0,0,0,0
10958,103209,2014,2,1,1,0,64,50689,1,0,0,1,0,1,1,0
10959,103219,2014,1,0,0,0,64,59324,0,1,0,0,0,1,1,0
10960,103229,2014,2,1,1,0,61,99000,0,1,0,0,0,0,0,0
10961,103231,2014,2,1,1,1,60,195306,0,1,0,0,0,1,1,0
10962,103237,2014,1,0,0,0,49,86366,0,0,0,0,1,1,1,0
10963,103249,2014,2,1,1,0,44,120200,0,1,0,0,0,0,1,0
10964,103259,2014,2,1,1,1,64,74502,0,0,0,1,0,0,1,0
10965,103266,2014,2,1,1,0,66,182200,0,0,0,1,0,1,1,0
10966,103273,2014,2,1,1,0,62,67744,0,0,0,0,0,1,1,0
10967,103275,2014,1,0,0,0,63,45300,0,0,0,0,0,1,1,0
10968,103278,2014,2,1,1,1,54,176686,0,0,1,0,0,1,1,0
10969,103281,2014,2,1,1,0,61,86572,0,0,0,0,1,1,1,0
10970,103294,2014,2,1,1,0,40,217050,0,1,0,0,0,1,1,0
10971,103301,2014,3,1,1,0,48,253300,0,0,0,0,1,1,1,0
10972,103305,2014,2,1,1,0,65,197297,0,1,0,0,0,1,1,0
10973,103314,2014,2,1,1,0,59,47332,0,0,1,0,0,1,1,1
10974,103324,2014,1,0,0,0,70,20800,1,0,0,0,0,0,0,0
10975,103327,2014,2,1,1,0,48,94190,0,1,0,0,0,1,1,1
10976,103331,2014,2,1,1,0,51,186000,0,1,0,0,0,0,1,0
10977,103337,2014,2,1,1,1,48,43300,0,0,1,0,0,0,1,0
10978,103339,2014,1,0,0,0,43,166000,0,0,0,0,0,1,1,1
